,state,city,song,artist
378, Illinois,Chicago,In Chicago, – composer & lyricist: Olive Jeane
379, Illinois,Chicago,In Old Chicago,", 1937 – composers & lyricists: Mack Gordon & Harry Revel"
380, Illinois,Chicago,In Tha Chi," – Shawnna, featuring Syleena Johnson, from Block Music, 2006"
381, Illinois,Chicago,In the Ghetto,– Elvis Presley
382, Illinois,Chicago,"In the Kitchen – Umphrey's McGee from Anchor Drops, 2004, progressive rock",
383, Illinois,Chicago,Inner Circles of Chicago, – Rodger Wilhoit
384, Illinois,Chicago,Into the Chicago Ass, – Southall Riot
385, Illinois,Chicago,"Is Chicago, Is Not Chicago", – Soul Coughing
386, Illinois,Chicago,It's a Cold Winter," – Frankie Knuckles, Chicago house"
387, Illinois,Chicago,It's a Way They Have in Chicago, (from Sinbad) 1896 – composer: Gustav Lüders; lyricist: M.E. Rourke
388, Illinois,Chicago,It's a Way They Have in Chicago, (from the Royal Chef) 1904 – composer: Ben M. Jerome; lyricists: Geo. E. Stoddard & Chas. S. Taylor
389, Illinois,Chicago,Jackson Park El Train,  Harold Mabern Trio
390, Illinois,Chicago,Jackson Park Express," – ""Weird Al"" Yankovic"
391, Illinois,Chicago,Jazz Music," – Gang Starr (a different song to the group's more famous ""Jazz Thing"")"
392, Illinois,Chicago,Jazz Thing, – Gang Starr
393, Illinois,Chicago,Jesus Just Left Chicago, – ZZ Top
394, Illinois,Chicago,Joe Chicago, – Big Walter Horton
395, Illinois,Chicago,Joe Murphy's Farewell To Chicago, – Old Rope String Band
396, Illinois,Chicago,"Jolly Bears, To Those on the Board of Trade of Chicago. Polka Humoristic",", 1880 – composer: Geo. Schleiffarth"
397, Illinois,Chicago,Jumpin' in the Pump Room,  John Kir (musician) and his Orchestra
398, Illinois,Chicago,Just Blew in from the Windy City," – Doris Day, 1953"
399, Illinois,Chicago,Just for Money, – Paul Hardcastle
400, Illinois,Chicago,Keys to the City," – Ministry & Co Conspirators, 2008"
401, Illinois,Chicago,"Let's Go, GoGo White Sox", – Walter Jagiello
402, Illinois,Chicago,"L.A., Goode", – The Ides of March
403, Illinois,Chicago,Lady From Chicago,  Neal Sharpe
404, Illinois,Chicago,Lake Effect Kid," (demo song) – Fall Out Boy, from Welcome to the New Administration, 2008"
405, Illinois,Chicago,Lake Michigan," – Rogue Wave, 2007"
406, Illinois,Chicago,Lake Shore Drive," – Aliotta Haynes Jeremiah, 1971"
407, Illinois,Chicago,Lake Shore Drive, – Art Porter Jr.
408, Illinois,Chicago,Lake Shore Drive, – ESmoove (Eric Miller)
409, Illinois,Chicago,Lake Shore Drive, – Gerald Wilson Orchestra
410, Illinois,Chicago,Lake Shore Drive, – The Innocence Mission
411, Illinois,Chicago,Lake Shore Drive, – Theo Parrish
412, Illinois,Chicago,Lake Shore Drive Boogie, – Lefty Dizz
413, Illinois,Chicago,Lake Shore Drive (Chicago Concerto),  101 Strings
414, Illinois,Chicago,Lake Shore Drive (Slight Return), – Harris Newman
415, Illinois,Chicago,Lake Shore Driving, – Duran Duran 1988
416, Illinois,Chicago,Lakefront Blues,  Dan Burley And His Skiffle Boys
417, Illinois,Chicago,Lakeshore Cowboy, – Ramsey Lewis
418, Illinois,Chicago,The Last Day of the Fair,", 1893 – composer: Frank Swain"
419, Illinois,Chicago,Lawndale Blues,  Eddie Taylor Blues Band
420, Illinois,Chicago,LAX to O'Hare, – The Academy Is...
421, Illinois,Chicago,Leader of the Band, – Dan Fogelberg (from Peoria)
422, Illinois,Chicago,"Leavin' Chicago, A.M.F.", – Aliotta Haynes Jeremiah
423, Illinois,Chicago,Leaving Chicago, – Knockout
424, Illinois,Chicago,Lido Shuffle, – Boz Scaggs
425, Illinois,Chicago,Lincoln Park Pirates, – Steve Goodman
426, Illinois,Chicago,Little Joe from Chicago,", 1930 – composers: Mary Lou Williams, Henry Wells"
427, Illinois,Chicago,Living in Chicago, – The Bee Gees
428, Illinois,Chicago,Logan Square,  – Jimmy McPartland And Art Hodes
429, Illinois,Chicago,London House, – Billy Walker
430, Illinois,Chicago,Long Line To Chicago,  Larry Hosford
431, Illinois,Chicago,Lovin's Been Here and Gone to Mecca Flats,", 1926 – composer: Jimmy Blythe"
432, Illinois,Chicago,Mama Chicago, – Bonnie Koloc
433, Illinois,Chicago,Mama Chicago, – Mike Westbrook
434, Illinois,Chicago,The Man from the South with a Big Cigar in his Mouth,", 1930 – composers & lyricists: Rube Bloom & Harry M. Woods"
435, Illinois,Chicago,"The March Maroon, University of Chicago March and TwoStep",", 1906 – composer: Harry Turner"
436, Illinois,Chicago,Marching on to Chicago,", 1933 – composers & lyricists: Richard Daly, Thomas Parmiter & Clitus Wickens"
437, Illinois,Chicago,Maxwell Street, – Chris Rea
438, Illinois,Chicago,Maxwell Street Boogie,  Rob Hoeke
439, Illinois,Chicago,Maxwell Street Shuffle, – Barry Goldberg
440, Illinois,Chicago,Mean Old Chicago,  Bob Margolin
441, Illinois,Chicago,Mecca Flat Blues,", 1924 – composer: Jimmy Blythe; lyricists: Jimmy Blythe & Priscilla Stewart"
442, Illinois,Chicago,Meet Me in Chicago, – Jimmy McPartland And Art Hodes
443, Illinois,Chicago,Meet Me in Chicago," – Mat Kearney, Buddy Guy from Rhythm & Blues"
444, Illinois,Chicago,MemphisChicago Blues, – Julio Finn Band (featuring Memphis Slim)
445, Illinois,Chicago,Mercy Me, – Alkaline Trio
446, Illinois,Chicago,Miss Chicago (The Great 'Pageant' Song),", 1921 – composer: Edmund Braham; lyricist: W.S. Greelish"
447, Illinois,Chicago,Mrs. O'Leary's Cow, – Brian Wilson
448, Illinois,Chicago,Muddy Waters (Little Walter/Lakeshore Theme/Willie D./Otis/Whisper From Theresa's/Walkin' Up Halsted), – Glen Hall & Gil Evans
449, Illinois,Chicago,My Kind of Town," – Frank Sinatra, 1964"
450, Illinois,Chicago,New West Side Stroll,  Dave Specter
451, Illinois,Chicago,New York/Chicago,  Mark Imperial
452, Illinois,Chicago,New York and Chicago,  music  Albert Von Tilzer; lyrics  Junie McCree
453, Illinois,Chicago,New York To Chicago,  Chub Jackson
454, Illinois,Chicago,The Night Chicago Died, – Paper Lace (Billboard Hot 100 #1 hit in 1974)
455, Illinois,Chicago,Night In Chicago,  Reeds
456, Illinois,Chicago,North to Chicago, – Hank Snow
457, Illinois,Chicago,Northside Cadillac,  James Cotton
458, Illinois,Chicago,Northwest 222, – Harry Chapin
459, Illinois,Chicago,Nothing Beats Chicago/Ocean is Different, – from the musical Marie Christine
460, Illinois,Chicago,"Ode for the opening of the World's Fair. Held at Chicago, 1892", – composer: C. W. Chadwick; lyricist: Harriet Monroe
461, Illinois,Chicago,Oh City of a Century, – composer: Eleanor Everest Freer
462, Illinois,Chicago,"Oh, Yes! Oh, Yes! Oh, Yes! Oh, Yes! The Dancing Girls will give a Show before they Start for Chicago!", from Little Christopher Columbus
463, Illinois,Chicago,"Oh You Chicago, Oh You New York",", 1910 – composer: Albert Von Tilzer; lyricists: Junie McCree & Sydney Rosenfeld"
464, Illinois,Chicago,The Oldest Living Groupie in Chicago, – Doug Ashdown
465, Illinois,Chicago,On a Freezing Chicago Street, – Margot and the Nuclear So and So's
466, Illinois,Chicago,"On the Midway, or the Jolly Bum, Bum",", 1893 – composer & lyricist: Louis Ortenstein"
467, Illinois,Chicago,On the South Side of Chicago, – Freddy Cole
468, Illinois,Chicago,One Way Ride (To Chicago), – Lois Johnson
469, Illinois,Chicago,Only in Chicago, – Barry Manilow
470, Illinois,Chicago,The Original Chicago Blues,", 1915 – composer: James White"
471, Illinois,Chicago,Our Chicago," (U of C), 1926 – composer & lyricist: Norman Reid"
472, Illinois,Chicago,Palmah House Shuffle," (Palmer House Hotel), 1903 – composer: Libbie Erickson"
473, Illinois,Chicago,Pantin' in the Panther Room, – Fats Waller
474, Illinois,Chicago,The Payback,  James Brown
475, Illinois,Chicago,Peace Frog, – The Doors
476, Illinois,Chicago,Picketlines and Pepperspray, – Silent Film
477, Illinois,Chicago,Prairie Song, – Billy Corgan
478, Illinois,Chicago,Private Lawns, – Angus & Julia Stone
479, Illinois,Chicago,Pulaski at Night, – Andrew Bird
480, Illinois,Chicago,Pulaski Day, – Kidd Russell
481, Illinois,Chicago,Pump Room,  The Friendly Indians
482, Illinois,Chicago,Pump That Body,  Mr. Lee
483, Illinois,Chicago,Pump Up Chicago, – Mr. Lee
484, Illinois,Chicago,Put the Blame on Mame,", 1946 – composers & lyricists: Allan Roberts, Doris Fisher"
485, Illinois,Chicago,Randolph Street Rag,  Chicago Rhythm Kings
486, Illinois,Chicago,Real Good Girlfriend, – The Mountain Goats
487, Illinois,Chicago,Red Hot Chicago," – Flying High, 1930; composers & lyricists: B.G. DeSylva, Lew Brown & Ray Henderson"
488, Illinois,Chicago,Red Leaves of October, – Michael Peter Smith
489, Illinois,Chicago,Relax With Chicago,  KAlexi
490, Illinois,Chicago,"Richmond, Chicago, Mexico And Home",  Sonny Miller And The Happy Valley Boys
491, Illinois,Chicago,Ride My Face to Chicago, – Frank Zappa
492, Illinois,Chicago,Ride To Stony Island,  Stony Island Band (from Stony Island (film))
493, Illinois,Chicago,RockSkippin' at the Blue Note, – Duke Ellington
494, Illinois,Chicago,Royal Garden Blues, (jazz standard)
495, Illinois,Chicago,The Rebirth, – Chapter 13
496, Illinois,Chicago,Route 90,  Clarence Garlow
497, Illinois,Chicago,The Runaway Train,  Michael Holliday
498, Illinois,Chicago,San Francisco, – Alkaline Trio
499, Illinois,Chicago,Saying Goode, – Every Avenue
500, Illinois,Chicago,The Seer's Tower, – Sufjan Stevens
501, Illinois,Chicago,She Shook Him in Chicago, – (Madame Sherry 1909) – composer: Karl L. Hoschna; lyricist: Otto Hauerbach
502, Illinois,Chicago,She Was Hot, – Rolling Stones
503, Illinois,Chicago,She Was in Chicago, – John Lee Hooker
504, Illinois,Chicago,She'd Never Leave Chicago, – McKendree Spring
505, Illinois,Chicago,The Sheik of Chicago (Mustafa),", 1960 – adaptor & lyricist: Bob Merrill; recorded  the Four Lads and Archie Bleyer"
506, Illinois,Chicago,The (Shipped) Gold Standard," – Fall Out Boy from Folie a Deux, 2008"
507, Illinois,Chicago,Showtime in Chicago, – Joe Jackson
508, Illinois,Chicago,ShyTown, – Gorillaz
509, Illinois,Chicago,Sidewalks of Chicago, – Merle Haggard
510, Illinois,Chicago,Silent Night/7 O' Clock News, – Simon & Garfunkel
511, Illinois,Chicago,Simple Man,  Wale
512, Illinois,Chicago,Slow Down Chicago, – Canasta
513, Illinois,Chicago,Snakeheads, – The Mountain Goats
514, Illinois,Chicago,So Long Toots, – Cherry Poppin' Daddies from Soul Caddy
515, Illinois,Chicago,Something from Nothing," – Foo Fighters, 2014"
516, Illinois,Chicago,Somewhere in Chicago, – Arnold McCuller
517, Illinois,Chicago,Somewhere on Fullerton, – Allister
518, Illinois,Chicago,Sounds at the Archway, – Eddie Harris
519, Illinois,Chicago,Sounds of West Side Chicago, – Jimmy Dawkins & Hip Linkchain
520, Illinois,Chicago,South Shore Drive,  Bernard Allison
521, Illinois,Chicago,South Shore Drive,"  Noble ""Thin Man"" Watts"
522, Illinois,Chicago,South Side," – Mo, featuring Gwen Stefani, 2001"
523, Illinois,Chicago,South Side Irish, – Arranmore
524, Illinois,Chicago,South Side of Chicago, – Eddie Burns
525, Illinois,Chicago,South Side Shake,  Dan Burley And His Skiffle Boys
526, Illinois,Chicago,South Union, – Lucky Boys Confusion
527, Illinois,Chicago,Southbound Ryan, – Dennis DeYoung
528, Illinois,Chicago,Southside Boogie,  Dick Hyman
529, Illinois,Chicago,Southside Boogie,  James Cotton
530, Illinois,Chicago,Southside Chicago Waltz, – Black 47
531, Illinois,Chicago,Southside Chicago, – Otis Brown & The Delights
532, Illinois,Chicago,Southside Hop,  Left Hand Frank
533, Illinois,Chicago,Southside Mojo, – JaGoFF
534, Illinois,Chicago,Southside Shuffle, – Art Hodes
535, Illinois,Chicago,Southside Stomp,  Ronnie Earl & the Broadcasters
536, Illinois,Chicago,Southside Stuff, – Jimmy Yancey
537, Illinois,Chicago,South Side To Riverside,  Lurrie Bell
538, Illinois,Chicago,Southside," – Common, featuring Kanye West, from Finding Forever, 2007"
539, Illinois,Chicago,Star Witness, – Neko Case
540, Illinois,Chicago,Startin' for Chicago, – Tracy Nelson
541, Illinois,Chicago,State Street Blues, – Synco Jazz Band (featuring Joseph Samuels)
542, Illinois,Chicago,State Street Jive, – Cow Cow Davenport
543, Illinois,Chicago,State Street,  Peter Gallway
544, Illinois,Chicago,State Street, – Sonny Knight
545, Illinois,Chicago,State Street, – Sun Ra
546, Illinois,Chicago,State Street Samba, – Cook County
547, Illinois,Chicago,State Street Special,  Johnny Parker (jazz pianist)
548, Illinois,Chicago,State Street Sweet,  Gerald Wilson Orchestra
549, Illinois,Chicago,State Street Tomorrow – Theme Song,", 1930 – composers: Carelton Col & Maurice Wetzel from the Radio Station KYW staff"
550, Illinois,Chicago,Stay Chi, – Juice
551, Illinois,Chicago,Stell–, – Frode Gjerstad Trio With Steve Swell
552, Illinois,Chicago,Stock Yards Strut,  Freddie Keppard
553, Illinois,Chicago,Stony Island Band,  Stony Island Band (from Stony Island (film))
554, Illinois,Chicago,StratfordonGuy," – Liz Phair, 1993"
555, Illinois,Chicago,Streamline Train,  The Vipers Skiffle Group
556, Illinois,Chicago,Strings Of Chicago,  Lidell Townsell
557, Illinois,Chicago,Stuck in Chicago, – Cate Brothers
558, Illinois,Chicago,Sunshine in Chicago, – Sun Kil Moon
559, Illinois,Chicago,Super Bowl Shuffle," – Chicago Bears Shufflin' Crew, the 1985 Chicago Bears champions"
560, Illinois,Chicago,Super Fade,"  Fall Out Boy from ""Lake Effect Kid EP"", 2018"
561, Illinois,Chicago,Sweet Chicago, – The Original Caste
562, Illinois,Chicago,Sweet Home Chicago,", 1937 – composer: Robert Johnson; lyricists: Robert Johnson & Roosevelt Sykes, Blues Brothers"
563, Illinois,Chicago,Sweet Spots, – The Fiery Furnaces
564, Illinois,Chicago,Swing Life Away," – Rise Against from Siren Song of the Counter Culture, 2005"
565, Illinois,Chicago,Switchboard, – Kid Sister
566, Illinois,Chicago,Take Me Back to Chicago,", 1985 – title track on Take Me Back to Chicago  Chicago"
567, Illinois,Chicago,Take the Time,", 1993 – Waiting for the Night  the Freddy Jones Band"
568, Illinois,Chicago,Talkin' Baseball (Baseball And The Cubs), – Terry Cashman
569, Illinois,Chicago,Taste of Chicago, – Albert Washington
570, Illinois,Chicago,Thank You Chicago,  Ricardo Miranda
571, Illinois,Chicago,That's That,", 2006 – Snoop Dogg featuring R. Kelly"
572, Illinois,Chicago,There's No Lights On The Christmas Tree Mother They're Burning Big Louis Tonight, – Alex Harvey
573, Illinois,Chicago,This City,", 2011 – Patrick Stump featuring Lupe Fiasco from Soul Punk"
574, Illinois,Chicago,Ticket to Chicago, – Terry Garthwaite (once of Joy of Cooking)
575, Illinois,Chicago,To Chicago With Love, – Lois Johnson
576, Illinois,Chicago,Together Forever (Krush Groove 4), – RunDMC
577, Illinois,Chicago,"Tonight, Tonight",", 1996 – The Smashing Pumpkins"
578, Illinois,Chicago,Tonight Will Last Forever,", 2005 – Photographs  Mest"
579, Illinois,Chicago,The Torture Doctor,", 2013 – Alkaline Trio"
580, Illinois,Chicago,Train to Chicago, – Mike Doughty
581, Illinois,Chicago,The Trianon March,", 1934 – dedicated to the Chicago Association of Dancing Masters; composer: R. Alexander Campbell"
582, Illinois,Chicago,True Enough,", 2009 – Everything's Easy  Girlyman"
583, Illinois,Chicago,Turn It Up Again, – Conway Brothers
584, Illinois,Chicago,Twilight Serenade,", 2005 – Another Ghost  Jason Myles Goss"
585, Illinois,Chicago,Two Words,", 2004 – Kanye West featuring Mos Def, Freeway, and the Boys Choir of Harlem, from The College Dropout"
586, Illinois,Chicago,The University Quickstep,", 1865 – inscribed to the President and Friends of the Chicago University; composer: E. M. Shaw"
587, Illinois,Chicago,Underneath the Streetlights of Chicago,", 2019; Riley Smith"
588, Illinois,Chicago,Vacation in Chicago, – Cold War Kids
589, Illinois,Chicago,Vernon Park,  Lil' Mark
590, Illinois,Chicago,Via Chicago,", 1999 – Summerteeth  Wilco"
591, Illinois,Chicago,The Viking March – Captain Andersen's Viking Ship from Norway to the World's Fair,", 1893 – composer: H. C. Verner"
592, Illinois,Chicago,Wacker Drive, – Wazmo Nariz
593, Illinois,Chicago,Wailin' at the Trianon, – Lionel Hampton
594, Illinois,Chicago,We Ride,", 1998 – R.  R. Kelly, featuring JayZ"
595, Illinois,Chicago,We're All Crazy in Chicago,", 1986 – Jonathon Brandmeier"
596, Illinois,Chicago,We're Gonna Go to Chicago, – from the musical Marie Christine
597, Illinois,Chicago,Welcome 2 Chicago,", 2001 – Abstract Mindstate featuring Kanye West"
598, Illinois,Chicago,Welcome to Chicago,  Gene Farris (British chart hit in 2003)
599, Illinois,Chicago,Welcome to Chicago," – Kill Hannah from Wake Up the Sleepers, 2009"
600, Illinois,Chicago,Wes Cide Bluze, – Jimmy Dawkins
601, Illinois,Chicago,Wes Cide Rock, – Jimmy Dawkins
602, Illinois,Chicago,West Side Ba,  Fenton Robinson
603, Illinois,Chicago,West Side Bossman,"  Otis Grand, Anson Funderburgh, Debbie Davies"
604, Illinois,Chicago,West Side Shuffle, – Ronnie Earl & Duke Robillard
605, Illinois,Chicago,West Side Woman,  Lurrie Bell
606, Illinois,Chicago,Weston's March to Chicago,", 1867 – composer: Edward Mack; publisher: S. Brainard & Sons, Cleveland[3]"
607, Illinois,Chicago,Wheels aRolling,", 1948 – official song of the Chicago Railroad Fair; composer: Helen Purcell Maxwell; lyricist: Philip Maxwell"
608, Illinois,Chicago,When the Levee Breaks,", 1929 – composers & lyricists: Kansas Joe McCoy and Memphis Minnie; reworked  Led Zeppelin in 1971"
609, Illinois,Chicago,When the Wind Blows in Chicago," – writers: Scott Turner, Audie Murphy; performed  both Roy Clark and Bob Bare in 1964, and Eddy Arnold in 1970"
610, Illinois,Chicago,When You Meet a Man in Chicago, – from Sugar
611, Illinois,Chicago,White Sox Stomp, – Jimmy Yancey
612, Illinois,Chicago,Windy City Blues,  Ernie Hawks And The Soul Investigators
613, Illinois,Chicago,Windy City Blues, – Mike Westbrook
614, Illinois,Chicago,Windy City Boogie Woogie,", c. 1941–1943 – Nat King Cole[4]"
615, Illinois,Chicago,Windy City Boogie,", c. 1950–1954 – J. T. Brown"
616, Illinois,Chicago,Windy City Hop, – Slim Gaillard
617, Illinois,Chicago,Windy City Soul,  Jerry Butler
618, Illinois,Chicago,Windy City, – JackTronic
619, Illinois,Chicago,Windy City, – Jackie McLean
620, Illinois,Chicago,Windy City, – Phish
621, Illinois,Chicago,Windy City, – Rodney Franklin
622, Illinois,Chicago,Windy City, – The Sweet
623, Illinois,Chicago,Windy City, – from Windy City
624, Illinois,Chicago,Windy City Blues,  Ernie Hawks & The Soul Investigators
625, Illinois,Chicago,Windy City Stomp,  Rob Hoeke
626, Illinois,Chicago,WineO From Chicago,  Howard Crockett
627, Illinois,Chicago,Winter in Chicago,", 2012 – Toil  Flatfoot 56"
628, Illinois,Chicago,The Woman Downstairs,", 1998 – Through the Trees  The Handsome Family"
629, Illinois,Chicago,Woman in Chicago, – Jim Post
630, Illinois,Chicago,World's Columbian Exposition Waltz,", 1893 – composer: Adelaide Marcelia Gluck"
631, Illinois,Chicago,The World's Fair or A Voyage to Chicago,", 1893 – composer & lyricist: Leonard Gautier"
632, Illinois,Chicago,Yes Chicago Is... (Suite),  Gerald Wilson Orchestra
633, Illinois,Chicago,You Haven't Seen The U.S.A. Until You've Seen Chicago!,  Dick Marx Orchestra
634, Illinois,Chicago,You Wake Up in the Morning in Chicago,", 1915 – composer: Harry Carroll; lyricists: Ballard MacDonald and Coleman Goetz[5]"
635, Illinois,Chicago,You'll Find 'Em in Chicago," (from The Yankee Regent), 1905 – composer: Ben M. Jerome; lyricists: Chas S. Adelman and I. L. Blumenstock"
636, Illinois,Chicago,You're Dead,", 2001 – From Here to Infirmary  Alkaline Trio"
637, Illinois,Chicago,Zelda,", 2007 – Isn't This Supposed to Be Fun!?  Farewell"
638, Illinois,Chicago,All the Way,", 2008 – Eddie Vedder"
639, Illinois,Chicago,Bear Down Chicago Bears,", 1941 – composer & lyricist: Jerry Downs"
640, Illinois,Chicago,Chelsea Dagger,", with text modified  Blackhawks' fans, 2006 – composer and lyricist: Jon Fratelli; performers: The Fratellis"
641, Illinois,Chicago,The Chicago Cubs Song – Hey Hey! Holy Mackerel!,", 1969 – composer: John Frigo; lyricist: I. C. Haag"
642, Illinois,Chicago,Come On You Cubs Play Ball,", 1937 – composer & lyricist: Bernard ""Whitey"" Berquist[6]"
643, Illinois,Chicago,Cubs on Parade (The Great March and TwoStep),", 1907 – composer: H.R. Hempel; arranger: Jos. Techen"
644, Illinois,Chicago,The Glory of the Cubs,", 1908 – composer: Arthur Marshall; lyricist: F.R. Sweirngen"
645, Illinois,Chicago,Go Cubs Go,", 1984 – composer & lyricist: Steve Goodman"
646, Illinois,Chicago,Here Come the Hawks,", 1968 – composer: J. Swayzee; producer: The Dick Marx Orchestra and Choir"
647, Illinois,Chicago,Hurrah for the Cubs,", 1930 – composer: Burrell Van Buren; lyricist: Betty Douglas"
648, Illinois,Chicago,"Let's Go, GoGo White Sox",", 1959 – composer & lyricists: Captain Stub and the Buccaneers"
649, Illinois,Chicago,Super Bowl Shuffle,", 1985 – composers: B. Daniels, L. Barry; lyricists: R. Meyer, M. Owens; performers: Chicago Bears Shufflin' Crew, the 1985 Chicago Bears"
650, Illinois,Chicago,Watch the Cubs Play Ball,", 1941 – composer & lyricist: Harry A. Magill"
651, Illinois,Chicago,Wave the Flag (For Old Chicago),", 1929 – fight song of the University of Chicago; lyricist: Gordon Erickson"
652, Illinois,Chicago,We're The Cubbies,", 2012 – composer, lyricist, and audio engineer: Michael Droste CubsSong.com"
653, Illinois,Chicago,White Sox Fitted,", 2010 – composer & lyricist: Young General"
654, Illinois,Chicago,The White Sox March,", 1907 – composer: T.F. Durand"
655, Illinois,Chicago,40 Hour Week,  Alabama[1]
656, Illinois,Chicago,8 Mile,  Eminem[2]
657, Illinois,Chicago,8 Mile Boogie,  Pat Flowers[3]
658, Illinois,Chicago,8 Miles,  Obie Trice
659, Illinois,Chicago,8 Miles And Runnin'," JayZ, Freeway"
660, Illinois,Chicago,25th Floor,  Patti Smith
661, Illinois,Chicago,313,  Alley Life
662, Illinois,Chicago,A Long Time,  Mayer Hawthorne
663, Illinois,Chicago,Alive in 5D,  Gardens
664, Illinois,Chicago,All American Man,  KISS
665, Illinois,Chicago,All My Life,  Blade Icewood
666, Illinois,Chicago,All Over the World,  ELO
667, Illinois,Chicago,Amityville,  Eminem from The Marshall Mathers LP 2000
668, Illinois,Chicago,Anaconda,  Nicki Minaj
669, Illinois,Chicago,Ancestors,  Oblisk
670, Illinois,Chicago,April in the D,  The Victorious Secrets
671, Illinois,Chicago,RGF Island,  Fetty Wap
672, Illinois,Chicago,Ba Come Home,  Kid Rock
673, Illinois,Chicago,Back to Detroit,  Nikki Corvette & the Stingrays
674, Illinois,Chicago,Back to Detroit,  Wayne Kramer
675, Illinois,Chicago,Back to Detroit (Motor City Remix),  Beatdrum[4]
676, Illinois,Chicago,Backyard War,  Achromatik
677, Illinois,Chicago,Beautiful,  Eminem 2009 rap rock
678, Illinois,Chicago,Belle Isle Players,  Starski & Clutch
679, Illinois,Chicago,Be My Lover,"  Alice Cooper (often mistaken as ""Detroit City"")"
680, Illinois,Chicago,The Big Three Killed My Ba,  The White Stripes from The White Stripes (album) 1999
681, Illinois,Chicago,Black Day in July,  Gordon Lightfoot (from Canada)
682, Illinois,Chicago,Bless You Boys,  Curtis Gladson and Loren Woods
683, Illinois,Chicago,Blessed St. Anthony,  Ty Stone
684, Illinois,Chicago,Blowing Up Detroit,  John Palumbo
685, Illinois,Chicago,"Born in Detroit,", The Rockets
686, Illinois,Chicago,Broke in Detroit (Again),  The Dirtbombs
687, Illinois,Chicago,Broken Man,  The Von Bondies
688, Illinois,Chicago,Buried in Detroit,  Mike Posner
689, Illinois,Chicago,Cadillac Assembly Line,  Albert King
690, Illinois,Chicago,Can't Tame The Lion,  Journey
691, Illinois,Chicago,Christmas Eve on Woodward Avenue,  Karen Newman
692, Illinois,Chicago,CITY,  John Cafferty & The Beaver Brown Band
693, Illinois,Chicago,City of Boom,  Detroit Most Wanted
694, Illinois,Chicago,Crank Dat Icewood,  Johnny King
695, Illinois,Chicago,Da East,  Niko
696, Illinois,Chicago,The D in Detroit,  The Anniversary
697, Illinois,Chicago,Dancing in the Street,  Martha and the Vandellas 1964
698, Illinois,Chicago,Detroit (Born + Raised),"  André DeJuan, from his upcoming third studio album, I'm Not Me"
699, Illinois,Chicago,Detroit,"  (from the Disney film, The Happiest Millionaire, introduced  John Davidson)"
700, Illinois,Chicago,Detroit,  David Reo
701, Illinois,Chicago,Detroit,"  Eddie ""Guitar"" Burns"
702, Illinois,Chicago,Detroit,  Esham (featuring TNT)
703, Illinois,Chicago,Detroit,  Fireworks
704, Illinois,Chicago,Detroit,  Laurent Garnier
705, Illinois,Chicago,Detroit,  Green Concorde
706, Illinois,Chicago,Detroit,  Ian Hunter
707, Illinois,Chicago,Detroit, Injecting Strangers
708, Illinois,Chicago,Detroit (That's My Home Town),  Kim Weston
709, Illinois,Chicago,Detroit,  Mogue Doyle
710, Illinois,Chicago,Detroit,  Morgan Geist
711, Illinois,Chicago,Detroit,  Pato Margetic
712, Illinois,Chicago,Detroit,  Primal Scream
713, Illinois,Chicago,Detroit,  Rancid
714, Illinois,Chicago,Detroit,  Red Hot Chili Peppers
715, Illinois,Chicago,Detroit,"  Royce Da 5'9""(featuring Travis Barker)"
716, Illinois,Chicago,Detroit,  VaVoom
717, Illinois,Chicago,Detroit,  Spring King
718, Illinois,Chicago,Detroit 4 Life,  A.W.O.L.
719, Illinois,Chicago,Detroit 101,  City Squad
720, Illinois,Chicago,Detroit 101,  Esham
721, Illinois,Chicago,Detroit 442,  Blondie
722, Illinois,Chicago,Detroit '67,  Sam Roberts Band
723, Illinois,Chicago,Detroit Blues,  Diana Krall; Vince Benedetti
724, Illinois,Chicago,Detroit Blues,  Tampa Red
725, Illinois,Chicago,Detroit Breakdown,  The Bellrays
726, Illinois,Chicago,Detroit Breakdown,  The J. Geils Band
727, Illinois,Chicago,Detroit Breakdown,  The Gories
728, Illinois,Chicago,Detroit City,  Alice Cooper
729, Illinois,Chicago,Detroit City,  LetricKramer
730, Illinois,Chicago,Detroit City (I Wanna Go Home),  Bob Bare (composed  Danny Dill)
731, Illinois,Chicago,Detroit City,  Sonny B
732, Illinois,Chicago,Detroit City,  Texas
733, Illinois,Chicago,Detroit City Blues,  Fats Domino
734, Illinois,Chicago,"Detroit, Detroit",  Bugz
735, Illinois,Chicago,"Detroit, Detroit",  Erik Koskinen
736, Illinois,Chicago,Detroit Diesel,  Alvin Lee
737, Illinois,Chicago,Detroit Girl,  Raphael Saadiq
738, Illinois,Chicago,Detroit Girls,  Starz
739, Illinois,Chicago,Detroit Has a Skyline,  HiFi Handgrenades
740, Illinois,Chicago,Detroit Has a Skyline,  Superchunk
741, Illinois,Chicago,Detroit Iron,  The Darts
742, Illinois,Chicago,Detroit Jump,  Big Maceo Merriweather
743, Illinois,Chicago,Detroit Lady,  Motor City Josh
744, Illinois,Chicago,"Detroit, Lift Up Your Weary Head! (Rebuild! Restore! Reconsider!)",  Sufjan Stevens from Michigan (album) 2003
745, Illinois,Chicago,Detroit Michigan,  Ronnie Love
746, Illinois,Chicago,"Detroit, Michigan", Kid Rock from Rebel Soul 2012
747, Illinois,Chicago,"Detroit, Michigan",  The Peps
748, Illinois,Chicago,Detroit Moan, Victoria Spivey
